--------------------------------------------------
Confusion matrix for Fold 1, Test File: p_80-ner-event-preanno_NL-HaNA_1.04.02_11012_0229-0251 - 1736 -
--------------------------------------------------

,B-Agent,B-AgentPatient,B-Benefactive,B-Cargo,B-Instrument,B-Location,B-Path,B-Patient,B-Source,B-Target,B-Time,I-Agent,I-AgentPatient,I-Benefactive,I-Cargo,I-Instrument,I-Location,I-Path,I-Patient,I-Source,I-Target,I-Time,O
I-Instrument,1,0,0,0,0,0,0,0,0,0,0,11,0,0,2,7,0,0,1,0,0,0,22
I-Location,0,0,0,0,1,6,0,2,0,0,0,0,0,0,0,0,12,0,2,0,1,0,5
I-Path,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0
I-Patient,3,0,0,0,0,0,0,6,0,1,0,11,0,0,0,2,2,0,24,2,0,0,102
I-Source,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4
I-Target,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,5,0,4,0,14,0,4
I-Time,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,31,32
O,21,1,2,0,0,8,0,46,6,8,14,33,0,0,0,0,6,1,125,3,3,12,26425



--------------------------------------------------
Confusion matrix for Fold 11, Test File: preannotated-NL-HaNA_1.04.02_4071_1019-1021 - 1713 -
--------------------------------------------------

,B-Agent,B-AgentPatient,B-Benefactive,B-Cargo,B-Instrument,B-Location,B-Path,B-Patient,B-Source,B-Target,B-Time,I-Agent,I-AgentPatient,I-Benefactive,I-Cargo,I-Instrument,I-Location,I-Path,I-Patient,I-Source,I-Target,I-Time,O
B-Agent,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
B-AgentPatient,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B-Benefactive,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B-Cargo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B-Instrument,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
B-Location,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
B-Path,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B-Patient,4,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,6
B-Source,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B-Target,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1
B-Time,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
I-Agent,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14
I-AgentPatient,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I-Benefactive,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0
I-Cargo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I-Instrument,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,4
I-Location,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
I-Path,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I-Patient,0,0,0,0,0,0,0,1,0,0,0,6,3,0,0,0,0,0,4,0,0,0,32
I-Source,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I-Target,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0
I-Time,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
O,1,2,0,0,1,0,0,5,0,1,0,1,3,0,0,7,0,0,7,0,0,1,2538



--------------------------------------------------
Confusion matrix for Fold 12, Test File: preannotated-NL-HaNA_1.04.02_1430_1125-1132 - 1686 -
--------------------------------------------------

,B-Agent,B-AgentPatient,B-Benefactive,B-Cargo,B-Instrument,B-Location,B-Path,B-Patient,B-Source,B-Target,B-Time,I-Agent,I-AgentPatient,I-Benefactive,I-Cargo,I-Instrument,I-Location,I-Path,I-Patient,I-Source,I-Target,I-Time,O
B-Agent,14,0,1,0,1,2,0,17,0,1,1,7,0,0,0,0,0,0,8,0,0,0,26
B-AgentPatient,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
B-Benefactive,2,0,2,0,0,1,0,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4
B-Cargo,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
B-Instrument,1,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
B-Location,0,0,0,0,0,5,0,0,0,3,0,0,0,1,0,0,3,0,2,0,0,0,8
B-Path,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B-Patient,14,0,0,0,0,1,0,36,2,0,0,7,2,0,0,0,0,0,4,0,0,0,61
B-Source,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
B-Target,1,0,0,0,0,1,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,3
B-Time,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,1,16
I-Agent,4,0,0,0,0,0,0,0,2,0,0,18,0,0,0,0,1,0,25,1,0,0,65
I-AgentPatient,0,0,0,0,0,0,0,1,0,0,0,5,1,0,0,0,0,0,3,0,0,0,5
I-Benefactive,0,0,0,0,0,0,0,0,1,0,0,7,0,1,0,0,0,0,9,1,0,0,8
I-Cargo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,4
I-Instrument,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,4,0,0,0,25
I-Location,0,0,0,0,0,1,0,3,1,1,0,0,0,0,0,0,11,0,2,0,3,0,23
I-Path,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I-Patient,3,0,0,0,0,0,0,3,1,1,0,24,0,2,0,0,1,0,57,1,2,0,581
I-Source,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I-Target,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,2
I-Time,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,13,25
O,31,0,1,1,2,10,0,51,1,4,5,36,1,4,0,1,10,0,58,2,2,3,28939



--------------------------------------------------
Confusion matrix for Fold 13, Test File: NL-HaNA_1.04.02_1090_0313-0322 - 1626 - Copie generale missive aan de heeren bewinthebberen in dato 15 Februarij 1626
--------------------------------------------------

,B-Agent,B-AgentPatient,B-Benefactive,B-Cargo,B-Instrument,B-Location,B-Path,B-Patient,B-Source,B-Target,B-Time,I-Agent,I-AgentPatient,I-Benefactive,I-Cargo,I-Instrument,I-Location,I-Path,I-Patient,I-Source,I-Target,I-Time,O
B-Agent,11,1,0,0,0,0,0,14,1,0,0,1,0,0,0,1,1,0,4,0,0,0,52
B-AgentPatient,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
B-Benefactive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B-Cargo,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
B-Instrument,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,13
B-Location,0,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,16
B-Path,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
B-Patient,5,1,1,0,0,3,0,31,0,2,0,2,0,1,0,1,0,0,11,0,0,0,46
B-Source,2,0,0,0,1,0,0,1,7,3,0,0,0,0,0,0,0,0,1,0,0,0,17
B-Target,0,0,0,0,0,0,0,0,1,14,0,0,1,0,0,0,0,0,0,0,5,0,14
B-Time,0,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,3,23
I-Agent,2,0,0,0,0,0,0,1,2,1,0,16,1,0,0,0,0,0,14,0,0,0,71
I-AgentPatient,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,5,0,0,0,16
I-Benefactive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I-Cargo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,1
I-Instrument,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,10,0,2,5,0,1,0,7
I-Location,1,0,0,0,0,4,0,1,1,3,1,0,0,0,0,0,8,0,1,0,1,1,11
I-Path,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
I-Patient,1,0,0,0,0,1,0,7,0,0,0,10,3,4,0,3,2,0,42,0,2,0,69
I-Source,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,6
I-Target,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,3,0,9
I-Time,0,0,0,0,0,0,0,1,0,0,4,2,0,0,0,0,0,0,4,0,0,28,49
O,31,2,1,1,6,8,0,45,9,21,10,15,5,2,0,14,7,0,47,7,4,9,16720



--------------------------------------------------
Confusion matrix for Fold 14, Test File: NL-HaNA_1.04.02_9001_0344-0356 - 1720 - Verscheijde extracten uijt het Cochims dagregister concernerende de aankomst aldaar van 3 Portuge..
--------------------------------------------------

,B-Agent,B-AgentPatient,B-Benefactive,B-Cargo,B-Instrument,B-Location,B-Path,B-Patient,B-Source,B-Target,B-Time,I-Agent,I-AgentPatient,I-Benefactive,I-Cargo,I-Instrument,I-Location,I-Path,I-Patient,I-Source,I-Target,I-Time,O
B-Agent,19,1,2,0,0,0,0,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,37
B-AgentPatient,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
B-Benefactive,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
B-Cargo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5
B-Instrument,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B-Location,1,0,0,0,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,10
B-Path,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
B-Patient,5,1,1,1,0,0,0,39,0,1,1,2,0,0,0,0,1,0,3,0,0,0,43
B-Source,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,9
B-Target,0,0,0,0,0,3,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,13
B-Time,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,18
I-Agent,2,1,0,0,0,0,0,5,0,0,0,39,3,6,0,0,0,0,23,0,0,0,151
I-AgentPatient,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
I-Benefactive,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
I-Cargo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
I-Instrument,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1
I-Location,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,7,0,0,1,1,0,24
I-Path,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
I-Patient,3,0,0,0,1,1,0,6,0,0,0,15,2,2,0,0,12,0,76,0,6,0,173
I-Source,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,19
I-Target,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,16,0,2,0,12,1,22
I-Time,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,28,38
O,22,4,0,0,3,8,0,29,0,2,9,31,6,0,0,1,13,0,41,9,8,11,20737



--------------------------------------------------
Confusion matrix for Fold 15, Test File: NL-HaNA_1.04.02_1160_0013-0026 - 1647 - Originele generale missive in dato 15 Januarij 1647
--------------------------------------------------

,B-Agent,B-AgentPatient,B-Benefactive,B-Cargo,B-Instrument,B-Location,B-Path,B-Patient,B-Source,B-Target,B-Time,I-Agent,I-AgentPatient,I-Benefactive,I-Cargo,I-Instrument,I-Location,I-Path,I-Patient,I-Source,I-Target,I-Time,O
B-Agent,16,1,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,21
B-AgentPatient,1,2,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
B-Benefactive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
B-Cargo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
B-Instrument,13,0,0,0,0,0,0,1,1,0,0,7,1,0,0,0,0,0,1,0,0,0,15
B-Location,1,0,0,0,1,6,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,12
B-Path,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
B-Patient,9,2,0,0,1,0,0,30,2,4,0,0,0,0,0,0,0,0,4,0,0,0,47
B-Source,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
B-Target,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
B-Time,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,6
I-Agent,0,0,0,0,0,0,0,1,2,0,0,23,0,0,0,0,0,0,3,1,0,0,27
I-AgentPatient,1,0,0,0,0,0,0,0,0,1,0,4,2,0,0,0,0,0,3,0,0,0,14
I-Benefactive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
I-Cargo,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
I-Instrument,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0,0,0,6
I-Location,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,1,0,3,0,9
I-Path,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
I-Patient,2,0,0,0,1,0,0,5,0,0,0,11,6,0,0,0,1,0,50,1,1,0,63
I-Source,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
I-Target,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
I-Time,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,18,8
O,22,1,0,0,1,5,0,35,5,5,6,31,0,0,0,6,6,0,48,2,2,21,15474



--------------------------------------------------
Confusion matrix for Fold 16, Test File: NL-HaNA_1.04.02_3476_0517-0534 - 1777 - Dagelijksche aantekening gehouden op de heen en terugreijde zoo meede verblijf aan het Bantamsche..
--------------------------------------------------

,B-Agent,B-AgentPatient,B-Benefactive,B-Cargo,B-Instrument,B-Location,B-Path,B-Patient,B-Source,B-Target,B-Time,I-Agent,I-AgentPatient,I-Benefactive,I-Cargo,I-Instrument,I-Location,I-Path,I-Patient,I-Source,I-Target,I-Time,O
B-Agent,14,1,1,0,2,0,0,5,0,0,0,2,0,0,0,1,0,0,0,0,0,0,12
B-AgentPatient,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B-Benefactive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
B-Cargo,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B-Instrument,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
B-Location,0,0,0,0,0,9,0,1,2,6,0,0,0,0,0,0,1,0,1,0,0,0,13
B-Path,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
B-Patient,26,0,2,0,0,0,0,20,0,0,0,7,0,0,0,0,0,0,5,0,0,0,46
B-Source,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
B-Target,0,0,1,0,0,1,0,2,0,8,0,0,0,0,0,0,0,0,0,0,2,0,7
B-Time,3,0,0,0,0,0,0,6,0,0,13,0,0,0,0,0,0,0,1,0,0,1,40
I-Agent,1,0,0,0,0,0,0,1,0,0,0,30,0,3,0,8,0,0,8,0,0,0,18
I-AgentPatient,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I-Benefactive,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8
I-Cargo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I-Instrument,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,1,0,0,0,10
I-Location,0,1,0,0,1,3,0,0,0,0,0,0,1,0,0,2,10,0,3,0,14,0,28
I-Path,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,7
I-Patient,7,0,0,0,0,0,0,2,0,0,0,82,0,2,0,1,0,0,41,0,0,0,99
I-Source,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,6
I-Target,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,4,0,18,0,7
I-Time,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,48,47
O,30,1,1,4,5,7,0,28,2,11,6,58,3,4,5,2,5,0,66,0,12,11,6528


