--------------------------------------------------
Confusion matrix for Fold 1, Test File: p_80-ner-event-preanno_NL-HaNA_1.04.02_11012_0229-0251 - 1736 -
--------------------------------------------------

,B-Agent,B-AgentPatient,B-Benefactive,B-Cargo,B-Instrument,B-Location,B-Path,B-Patient,B-Source,B-Target,B-Time,I-Agent,I-AgentPatient,I-Benefactive,I-Cargo,I-Instrument,I-Location,I-Path,I-Patient,I-Source,I-Target,I-Time,O
I-Instrument,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,1,0,0,0,0,0,30
I-Location,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,8,0,0,0,7,0,9
I-Path,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2
I-Patient,2,0,0,0,0,0,0,9,1,0,0,6,0,0,0,0,0,0,25,0,0,0,110
I-Source,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,4
I-Target,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,4,1,18,0,3
I-Time,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,57
O,23,2,2,0,3,9,1,37,7,8,3,19,8,0,0,2,7,1,42,4,6,9,26521



--------------------------------------------------
Confusion matrix for Fold 11, Test File: preannotated-NL-HaNA_1.04.02_4071_1019-1021 - 1713 -
--------------------------------------------------

,B-Agent,B-AgentPatient,B-Benefactive,B-Cargo,B-Instrument,B-Location,B-Path,B-Patient,B-Source,B-Target,B-Time,I-Agent,I-AgentPatient,I-Benefactive,I-Cargo,I-Instrument,I-Location,I-Path,I-Patient,I-Source,I-Target,I-Time,O
B-Agent,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
B-AgentPatient,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B-Benefactive,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
B-Cargo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B-Instrument,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
B-Location,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
B-Path,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B-Patient,2,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4
B-Source,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B-Target,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2
B-Time,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
I-Agent,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,10
I-AgentPatient,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I-Benefactive,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,1,0,0,0,0,0,0,0
I-Cargo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I-Instrument,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,1,0,0,0,6
I-Location,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
I-Path,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I-Patient,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,12,0,0,0,24
I-Source,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I-Target,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0
I-Time,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
O,2,0,2,0,1,1,0,3,0,0,0,0,1,0,0,0,0,0,6,0,0,0,2551



--------------------------------------------------
Confusion matrix for Fold 12, Test File: preannotated-NL-HaNA_1.04.02_1430_1125-1132 - 1686 -
--------------------------------------------------

,B-Agent,B-AgentPatient,B-Benefactive,B-Cargo,B-Instrument,B-Location,B-Path,B-Patient,B-Source,B-Target,B-Time,I-Agent,I-AgentPatient,I-Benefactive,I-Cargo,I-Instrument,I-Location,I-Path,I-Patient,I-Source,I-Target,I-Time,O
B-Agent,20,0,2,0,0,2,0,14,1,1,0,6,0,0,0,0,0,0,5,0,1,0,26
B-AgentPatient,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
B-Benefactive,2,0,2,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5
B-Cargo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
B-Instrument,0,0,2,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,1,8
B-Location,0,0,0,0,0,5,0,0,0,3,0,1,0,0,0,0,5,0,0,0,0,0,8
B-Path,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B-Patient,7,2,1,0,1,0,0,35,0,0,0,8,0,0,0,0,0,0,2,0,0,0,71
B-Source,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
B-Target,2,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,3
B-Time,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,15
I-Agent,3,0,0,0,0,0,0,0,0,0,1,22,0,1,0,0,0,0,28,1,0,0,60
I-AgentPatient,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,9,0,0,0,4
I-Benefactive,0,0,0,0,0,0,0,0,1,0,0,2,0,3,0,0,0,0,8,0,0,0,13
I-Cargo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
I-Instrument,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,2,1,0,6,0,0,0,21
I-Location,0,0,0,0,0,4,1,1,0,1,0,1,0,1,0,0,11,1,2,1,2,0,19
I-Path,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I-Patient,1,0,2,0,0,1,0,4,0,0,0,28,0,1,0,1,1,0,51,1,0,0,585
I-Source,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I-Target,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,4,1,2
I-Time,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,10,29
O,29,0,1,2,2,13,0,39,3,1,5,28,0,1,0,2,1,0,47,2,1,6,29245



--------------------------------------------------
Confusion matrix for Fold 13, Test File: NL-HaNA_1.04.02_1090_0313-0322 - 1626 - Copie generale missive aan de heeren bewinthebberen in dato 15 Februarij 1626
--------------------------------------------------

,B-Agent,B-AgentPatient,B-Benefactive,B-Cargo,B-Instrument,B-Location,B-Path,B-Patient,B-Source,B-Target,B-Time,I-Agent,I-AgentPatient,I-Benefactive,I-Cargo,I-Instrument,I-Location,I-Path,I-Patient,I-Source,I-Target,I-Time,O
B-Agent,9,0,0,0,1,1,0,12,1,0,2,6,1,1,0,1,0,0,1,0,0,0,50
B-AgentPatient,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16
B-Benefactive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B-Cargo,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
B-Instrument,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14
B-Location,0,0,0,0,0,4,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,16
B-Path,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
B-Patient,11,1,1,1,3,1,0,25,1,1,0,3,1,2,0,0,0,0,6,0,0,0,47
B-Source,2,0,0,0,0,1,0,3,6,1,0,2,0,0,0,0,0,0,0,0,0,0,17
B-Target,0,0,7,0,0,2,0,1,0,9,0,1,0,0,0,0,2,0,0,0,3,0,10
B-Time,0,0,0,0,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,31
I-Agent,1,0,0,0,1,0,0,1,0,0,0,7,0,1,0,2,0,0,19,0,0,0,76
I-AgentPatient,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,16
I-Benefactive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I-Cargo,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,1
I-Instrument,0,0,0,0,2,0,0,0,0,0,0,1,0,0,2,0,0,0,6,0,0,0,18
I-Location,0,0,0,0,0,3,0,1,0,3,0,0,0,0,0,0,7,0,1,0,0,0,18
I-Path,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
I-Patient,2,0,0,0,1,0,0,2,0,1,0,11,0,5,0,1,1,2,42,0,3,0,73
I-Source,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,1,1,0,0,5
I-Target,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5,0,0,0,0,0,11
I-Time,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,11,74
O,32,2,1,0,4,7,0,49,3,9,2,36,0,3,0,6,0,0,55,0,1,5,16763



--------------------------------------------------
Confusion matrix for Fold 14, Test File: NL-HaNA_1.04.02_9001_0344-0356 - 1720 - Verscheijde extracten uijt het Cochims dagregister concernerende de aankomst aldaar van 3 Portuge..
--------------------------------------------------

,B-Agent,B-AgentPatient,B-Benefactive,B-Cargo,B-Instrument,B-Location,B-Path,B-Patient,B-Source,B-Target,B-Time,I-Agent,I-AgentPatient,I-Benefactive,I-Cargo,I-Instrument,I-Location,I-Path,I-Patient,I-Source,I-Target,I-Time,O
B-Agent,16,0,1,0,2,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
B-AgentPatient,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
B-Benefactive,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
B-Cargo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5
B-Instrument,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B-Location,2,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,10
B-Path,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B-Patient,14,0,0,0,1,0,0,31,0,2,0,0,0,0,0,0,0,0,3,0,0,0,47
B-Source,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,9
B-Target,0,0,0,0,0,1,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,15
B-Time,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,22
I-Agent,1,0,0,0,2,1,0,3,0,0,1,23,0,5,0,4,0,0,17,0,0,0,173
I-AgentPatient,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
I-Benefactive,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,5
I-Cargo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
I-Instrument,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
I-Location,1,0,0,0,0,1,0,0,0,1,0,4,0,0,0,0,6,0,0,0,1,0,21
I-Path,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
I-Patient,1,1,1,0,0,0,0,5,0,0,0,25,4,17,0,0,0,0,48,0,1,0,194
I-Source,0,0,0,0,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,4,0,14
I-Target,0,0,0,0,0,1,0,0,0,3,0,2,0,4,0,0,3,0,2,0,7,0,35
I-Time,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,14,52
O,25,3,2,0,2,1,0,23,2,2,7,35,1,7,0,5,1,4,36,0,9,12,20757



--------------------------------------------------
Confusion matrix for Fold 15, Test File: NL-HaNA_1.04.02_1160_0013-0026 - 1647 - Originele generale missive in dato 15 Januarij 1647
--------------------------------------------------

,B-Agent,B-AgentPatient,B-Benefactive,B-Cargo,B-Instrument,B-Location,B-Path,B-Patient,B-Source,B-Target,B-Time,I-Agent,I-AgentPatient,I-Benefactive,I-Cargo,I-Instrument,I-Location,I-Path,I-Patient,I-Source,I-Target,I-Time,O
B-Agent,9,0,0,0,0,1,0,4,1,0,0,2,0,0,0,0,0,0,0,0,0,0,26
B-AgentPatient,1,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
B-Benefactive,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
B-Cargo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
B-Instrument,7,0,0,0,1,0,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,26
B-Location,0,0,0,0,0,3,0,1,2,1,0,0,0,0,0,0,2,0,0,0,0,0,14
B-Path,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
B-Patient,8,1,0,0,2,0,0,28,1,0,0,1,0,0,0,0,0,0,2,1,0,1,54
B-Source,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
B-Target,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,1,0,1
B-Time,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,8
I-Agent,0,0,0,0,0,0,0,1,2,0,0,15,0,0,0,1,0,0,6,0,0,0,32
I-AgentPatient,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,10,0,0,0,10
I-Benefactive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
I-Cargo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
I-Instrument,1,0,0,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,3,0,0,0,8
I-Location,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4,0,0,0,2,0,11
I-Path,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
I-Patient,3,0,0,0,2,0,0,7,0,1,0,14,1,0,0,2,0,0,35,0,0,2,74
I-Source,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
I-Target,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0
I-Time,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,19,8
O,11,1,0,0,3,4,0,23,5,4,9,28,2,1,0,4,2,0,38,1,0,15,15519



--------------------------------------------------
Confusion matrix for Fold 16, Test File: NL-HaNA_1.04.02_3476_0517-0534 - 1777 - Dagelijksche aantekening gehouden op de heen en terugreijde zoo meede verblijf aan het Bantamsche..
--------------------------------------------------

,B-Agent,B-AgentPatient,B-Benefactive,B-Cargo,B-Instrument,B-Location,B-Path,B-Patient,B-Source,B-Target,B-Time,I-Agent,I-AgentPatient,I-Benefactive,I-Cargo,I-Instrument,I-Location,I-Path,I-Patient,I-Source,I-Target,I-Time,O
B-Agent,7,0,1,0,1,0,0,4,0,0,0,1,0,1,0,0,0,0,1,0,0,0,22
B-AgentPatient,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B-Benefactive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
B-Cargo,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B-Instrument,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4
B-Location,0,0,0,0,0,4,0,1,2,7,0,0,0,2,0,0,2,0,0,0,0,0,15
B-Path,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
B-Patient,27,0,1,0,1,0,0,17,0,0,0,9,0,0,0,1,0,0,0,0,0,0,50
B-Source,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4
B-Target,0,0,1,0,0,1,0,1,0,8,0,0,0,0,0,0,0,0,0,0,1,0,9
B-Time,3,0,0,0,0,1,0,6,1,0,9,1,0,0,0,0,0,0,0,0,0,1,42
I-Agent,3,0,0,0,1,0,0,0,0,0,0,17,0,4,0,1,0,0,9,0,0,0,34
I-AgentPatient,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I-Benefactive,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10
I-Cargo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I-Instrument,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,0,0,1,0,0,0,7
I-Location,0,0,1,0,0,2,0,0,0,1,0,1,0,3,0,0,8,0,3,0,7,0,37
I-Path,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9
I-Patient,2,0,0,0,0,0,0,2,0,0,0,96,0,2,2,2,0,0,23,0,0,0,105
I-Source,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,5
I-Target,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0,0,1,0,3,0,13,0,15
I-Time,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,2,0,0,48,41
O,30,0,5,0,0,3,0,28,2,5,3,61,0,8,0,0,3,1,45,1,8,3,6583


