--------------------------------------------------
Confusion matrix for Fold 1, Test File: p_80-ner-event-preanno_NL-HaNA_1.04.02_11012_0229-0251 - 1736 -
--------------------------------------------------

,B-Agent,B-AgentPatient,B-Benefactive,B-Cargo,B-Instrument,B-Location,B-Path,B-Patient,B-Source,B-Target,B-Time,I-Agent,I-AgentPatient,I-Benefactive,I-Cargo,I-Instrument,I-Location,I-Path,I-Patient,I-Source,I-Target,I-Time,O
I-Instrument,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,3,1,0,1,0,0,0,24
I-Location,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,12,0,1,0,1,0,11
I-Path,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
I-Patient,3,0,0,0,0,2,0,8,1,0,0,8,0,0,0,0,0,0,29,0,0,1,101
I-Source,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,2
I-Target,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,1,4,14,0,1
I-Time,1,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,1,0,0,33,29
O,18,1,0,0,5,13,0,33,6,9,19,17,1,0,1,2,7,0,73,2,5,29,26473



--------------------------------------------------
Confusion matrix for Fold 11, Test File: preannotated-NL-HaNA_1.04.02_4071_1019-1021 - 1713 -
--------------------------------------------------

,B-Agent,B-AgentPatient,B-Benefactive,B-Cargo,B-Instrument,B-Location,B-Path,B-Patient,B-Source,B-Target,B-Time,I-Agent,I-AgentPatient,I-Benefactive,I-Cargo,I-Instrument,I-Location,I-Path,I-Patient,I-Source,I-Target,I-Time,O
B-Agent,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
B-AgentPatient,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B-Benefactive,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B-Cargo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B-Instrument,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
B-Location,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
B-Path,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B-Patient,2,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5
B-Source,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B-Target,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2
B-Time,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1
I-Agent,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,12
I-AgentPatient,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I-Benefactive,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
I-Cargo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I-Instrument,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,1,0,0,0,2
I-Location,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
I-Path,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I-Patient,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,12,0,0,0,25
I-Source,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I-Target,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0
I-Time,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
O,3,1,0,0,0,2,0,2,0,0,0,1,1,0,0,0,0,0,2,0,0,0,2555



--------------------------------------------------
Confusion matrix for Fold 12, Test File: preannotated-NL-HaNA_1.04.02_1430_1125-1132 - 1686 -
--------------------------------------------------

,B-Agent,B-AgentPatient,B-Benefactive,B-Cargo,B-Instrument,B-Location,B-Path,B-Patient,B-Source,B-Target,B-Time,I-Agent,I-AgentPatient,I-Benefactive,I-Cargo,I-Instrument,I-Location,I-Path,I-Patient,I-Source,I-Target,I-Time,O
B-Agent,21,0,1,0,0,1,0,14,0,0,0,8,0,0,0,0,0,0,3,0,0,0,30
B-AgentPatient,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
B-Benefactive,5,0,1,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,1,0,0,0,4
B-Cargo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
B-Instrument,2,0,1,0,2,0,0,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,4
B-Location,0,0,0,0,0,5,0,2,0,1,0,0,0,0,0,0,3,0,0,0,1,0,10
B-Path,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B-Patient,7,1,0,0,2,0,0,47,1,1,0,3,0,0,0,0,0,0,9,0,0,0,56
B-Source,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
B-Target,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3
B-Time,0,0,0,0,0,0,0,2,0,0,5,1,0,0,0,0,0,0,0,0,0,0,14
I-Agent,0,0,0,0,0,0,0,1,0,0,0,29,0,0,0,0,0,0,29,0,0,0,57
I-AgentPatient,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,1,0,6
I-Benefactive,0,0,0,0,0,0,0,0,1,0,0,5,3,0,0,0,0,0,9,0,0,0,9
I-Cargo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
I-Instrument,1,0,0,0,1,0,0,0,0,0,0,8,0,1,0,0,0,0,7,1,0,0,16
I-Location,0,0,0,0,0,1,0,1,2,0,0,0,1,0,0,0,10,0,2,0,3,0,25
I-Path,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I-Patient,1,0,0,0,0,0,0,8,2,1,0,12,1,0,0,4,2,0,83,0,3,0,559
I-Source,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I-Target,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,6,0,2
I-Time,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,3,0,0,11,26
O,28,1,3,0,6,5,0,46,3,1,5,29,0,3,0,0,0,0,45,1,6,5,29241



--------------------------------------------------
Confusion matrix for Fold 13, Test File: NL-HaNA_1.04.02_1090_0313-0322 - 1626 - Copie generale missive aan de heeren bewinthebberen in dato 15 Februarij 1626
--------------------------------------------------

,B-Agent,B-AgentPatient,B-Benefactive,B-Cargo,B-Instrument,B-Location,B-Path,B-Patient,B-Source,B-Target,B-Time,I-Agent,I-AgentPatient,I-Benefactive,I-Cargo,I-Instrument,I-Location,I-Path,I-Patient,I-Source,I-Target,I-Time,O
B-Agent,5,0,0,0,1,0,0,18,0,0,0,6,0,0,0,0,0,0,4,0,0,0,52
B-AgentPatient,0,1,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,2,0,0,0,15
B-Benefactive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B-Cargo,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
B-Instrument,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,12
B-Location,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,16
B-Path,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
B-Patient,7,1,0,0,0,2,0,26,1,0,1,3,1,0,0,0,2,0,10,0,0,0,50
B-Source,0,0,0,0,1,1,0,2,10,1,0,0,0,0,0,0,0,0,0,0,0,0,17
B-Target,0,0,0,0,0,1,0,0,2,10,0,0,0,0,0,0,2,0,0,0,6,0,14
B-Time,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,2,26
I-Agent,0,0,0,0,3,2,0,1,0,0,0,9,0,0,0,0,0,0,24,0,0,0,69
I-AgentPatient,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,5,0,0,0,16
I-Benefactive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I-Cargo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4
I-Instrument,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,0,0,16
I-Location,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,6,0,1,0,2,0,21
I-Path,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
I-Patient,0,0,0,0,1,0,0,1,0,1,0,13,2,0,0,3,1,0,46,0,2,0,74
I-Source,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,6
I-Target,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,4,0,10
I-Time,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,28,57
O,39,0,1,0,3,3,0,44,1,12,11,31,1,3,0,4,7,0,42,1,1,9,16765



--------------------------------------------------
Confusion matrix for Fold 14, Test File: NL-HaNA_1.04.02_9001_0344-0356 - 1720 - Verscheijde extracten uijt het Cochims dagregister concernerende de aankomst aldaar van 3 Portuge..
--------------------------------------------------

,B-Agent,B-AgentPatient,B-Benefactive,B-Cargo,B-Instrument,B-Location,B-Path,B-Patient,B-Source,B-Target,B-Time,I-Agent,I-AgentPatient,I-Benefactive,I-Cargo,I-Instrument,I-Location,I-Path,I-Patient,I-Source,I-Target,I-Time,O
B-Agent,17,1,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,2,0,0,0,38
B-AgentPatient,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
B-Benefactive,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0
B-Cargo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5
B-Instrument,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
B-Location,0,0,0,0,1,1,0,5,0,1,0,1,0,0,0,0,1,0,0,0,0,1,7
B-Path,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
B-Patient,8,1,1,0,0,0,0,37,0,1,0,2,0,0,0,0,0,0,4,0,0,0,44
B-Source,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,8
B-Target,0,0,0,0,0,3,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,12
B-Time,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,20
I-Agent,2,0,0,0,0,0,0,1,0,0,0,33,3,0,0,5,0,0,24,0,0,2,160
I-AgentPatient,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
I-Benefactive,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,5
I-Cargo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
I-Instrument,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0
I-Location,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,1,5,0,4,0,3,0,18
I-Path,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
I-Patient,5,0,0,0,0,1,0,6,0,0,0,28,0,8,0,0,8,0,66,0,2,0,173
I-Source,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,0,4,0,14
I-Target,0,0,0,0,0,2,0,0,0,4,0,0,0,2,0,0,8,0,1,0,10,0,30
I-Time,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,21,46
O,16,4,1,0,2,3,0,44,1,6,5,16,0,10,0,9,6,1,33,1,9,17,20750



--------------------------------------------------
Confusion matrix for Fold 15, Test File: NL-HaNA_1.04.02_1160_0013-0026 - 1647 - Originele generale missive in dato 15 Januarij 1647
--------------------------------------------------

,B-Agent,B-AgentPatient,B-Benefactive,B-Cargo,B-Instrument,B-Location,B-Path,B-Patient,B-Source,B-Target,B-Time,I-Agent,I-AgentPatient,I-Benefactive,I-Cargo,I-Instrument,I-Location,I-Path,I-Patient,I-Source,I-Target,I-Time,O
B-Agent,10,1,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,1,0,1,0,23
B-AgentPatient,2,3,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4
B-Benefactive,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
B-Cargo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
B-Instrument,16,0,0,0,1,0,0,0,0,0,0,5,0,0,0,2,1,0,0,0,0,0,14
B-Location,0,0,0,0,0,3,0,0,2,2,0,2,0,0,0,0,0,0,1,0,0,0,13
B-Path,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
B-Patient,10,0,0,0,0,0,1,28,1,0,0,2,0,0,0,0,0,1,4,0,0,0,52
B-Source,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
B-Target,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,1
B-Time,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7
I-Agent,0,0,0,0,0,0,0,1,1,0,0,20,0,0,0,0,0,0,5,0,0,0,30
I-AgentPatient,0,0,0,0,0,0,0,1,0,0,0,3,2,0,0,0,0,0,6,0,0,0,13
I-Benefactive,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5
I-Cargo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
I-Instrument,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,2,0,0,1,0,0,0,7
I-Location,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,4,0,9
I-Path,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
I-Patient,4,1,0,0,0,1,0,8,0,1,0,19,2,0,0,0,0,0,37,0,0,0,68
I-Source,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
I-Target,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,0,0
I-Time,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,19,9
O,29,0,0,0,0,3,0,21,3,5,5,56,0,0,0,2,7,0,32,1,3,13,15490



--------------------------------------------------
Confusion matrix for Fold 16, Test File: NL-HaNA_1.04.02_3476_0517-0534 - 1777 - Dagelijksche aantekening gehouden op de heen en terugreijde zoo meede verblijf aan het Bantamsche..
--------------------------------------------------

,B-Agent,B-AgentPatient,B-Benefactive,B-Cargo,B-Instrument,B-Location,B-Path,B-Patient,B-Source,B-Target,B-Time,I-Agent,I-AgentPatient,I-Benefactive,I-Cargo,I-Instrument,I-Location,I-Path,I-Patient,I-Source,I-Target,I-Time,O
B-Agent,13,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19
B-AgentPatient,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B-Benefactive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
B-Cargo,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B-Instrument,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
B-Location,0,0,0,0,0,3,0,0,2,7,0,1,0,0,0,0,2,0,0,0,1,0,17
B-Path,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
B-Patient,25,1,0,0,0,1,0,19,0,0,0,11,0,0,0,0,0,0,1,0,1,0,47
B-Source,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,4
B-Target,0,0,1,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,3,0,6
B-Time,2,0,0,0,0,0,0,7,0,0,8,1,0,0,0,0,0,0,0,0,0,1,45
I-Agent,0,0,0,0,0,0,0,0,0,0,0,30,1,1,0,0,0,0,8,0,0,0,29
I-AgentPatient,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I-Benefactive,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3,0,1,0,0,0,6
I-Cargo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I-Instrument,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,11
I-Location,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,12,0,3,0,10,0,34
I-Path,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,9
I-Patient,4,0,0,0,0,0,0,4,0,0,0,93,0,2,0,3,2,0,25,0,4,0,97
I-Source,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,5
I-Target,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,3,1,0,2,0,15,0,12
I-Time,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,58
O,28,0,2,0,3,5,0,21,1,5,3,78,0,2,0,8,0,0,47,0,21,3,6562


