Fold,Test_File,True_Label,Predicted_Label,Count
4,p_80-ner-event-peranno_NL-HaNA_1.04.02_2693_0117-0119 - 1747 -,I-Time,I-Location,0
4,p_80-ner-event-peranno_NL-HaNA_1.04.02_2693_0117-0119 - 1747 -,I-Time,I-Path,0
4,p_80-ner-event-peranno_NL-HaNA_1.04.02_2693_0117-0119 - 1747 -,I-Time,I-Patient,0
4,p_80-ner-event-peranno_NL-HaNA_1.04.02_2693_0117-0119 - 1747 -,I-Time,I-Source,0
4,p_80-ner-event-peranno_NL-HaNA_1.04.02_2693_0117-0119 - 1747 -,I-Time,I-Target,0
4,p_80-ner-event-peranno_NL-HaNA_1.04.02_2693_0117-0119 - 1747 -,I-Time,I-Time,0
4,p_80-ner-event-peranno_NL-HaNA_1.04.02_2693_0117-0119 - 1747 -,I-Time,O,5
4,p_80-ner-event-peranno_NL-HaNA_1.04.02_2693_0117-0119 - 1747 -,O,B-Agent,8
4,p_80-ner-event-peranno_NL-HaNA_1.04.02_2693_0117-0119 - 1747 -,O,B-AgentPatient,0
4,p_80-ner-event-peranno_NL-HaNA_1.04.02_2693_0117-0119 - 1747 -,O,B-Benefactive,2
4,p_80-ner-event-peranno_NL-HaNA_1.04.02_2693_0117-0119 - 1747 -,O,B-Cargo,0
4,p_80-ner-event-peranno_NL-HaNA_1.04.02_2693_0117-0119 - 1747 -,O,B-Instrument,0
4,p_80-ner-event-peranno_NL-HaNA_1.04.02_2693_0117-0119 - 1747 -,O,B-Location,4
4,p_80-ner-event-peranno_NL-HaNA_1.04.02_2693_0117-0119 - 1747 -,O,B-Path,0
4,p_80-ner-event-peranno_NL-HaNA_1.04.02_2693_0117-0119 - 1747 -,O,B-Patient,7
4,p_80-ner-event-peranno_NL-HaNA_1.04.02_2693_0117-0119 - 1747 -,O,B-Source,0
4,p_80-ner-event-peranno_NL-HaNA_1.04.02_2693_0117-0119 - 1747 -,O,B-Target,0
4,p_80-ner-event-peranno_NL-HaNA_1.04.02_2693_0117-0119 - 1747 -,O,B-Time,0
4,p_80-ner-event-peranno_NL-HaNA_1.04.02_2693_0117-0119 - 1747 -,O,I-Agent,8
4,p_80-ner-event-peranno_NL-HaNA_1.04.02_2693_0117-0119 - 1747 -,O,I-AgentPatient,0
4,p_80-ner-event-peranno_NL-HaNA_1.04.02_2693_0117-0119 - 1747 -,O,I-Benefactive,0
4,p_80-ner-event-peranno_NL-HaNA_1.04.02_2693_0117-0119 - 1747 -,O,I-Cargo,0
4,p_80-ner-event-peranno_NL-HaNA_1.04.02_2693_0117-0119 - 1747 -,O,I-Instrument,0
4,p_80-ner-event-peranno_NL-HaNA_1.04.02_2693_0117-0119 - 1747 -,O,I-Location,0
4,p_80-ner-event-peranno_NL-HaNA_1.04.02_2693_0117-0119 - 1747 -,O,I-Path,0
4,p_80-ner-event-peranno_NL-HaNA_1.04.02_2693_0117-0119 - 1747 -,O,I-Patient,14
4,p_80-ner-event-peranno_NL-HaNA_1.04.02_2693_0117-0119 - 1747 -,O,I-Source,0
4,p_80-ner-event-peranno_NL-HaNA_1.04.02_2693_0117-0119 - 1747 -,O,I-Target,0
4,p_80-ner-event-peranno_NL-HaNA_1.04.02_2693_0117-0119 - 1747 -,O,I-Time,0
4,p_80-ner-event-peranno_NL-HaNA_1.04.02_2693_0117-0119 - 1747 -,O,O,3376
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Agent,B-Agent,6
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Agent,B-AgentPatient,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Agent,B-Benefactive,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Agent,B-Cargo,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Agent,B-Instrument,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Agent,B-Location,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Agent,B-Path,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Agent,B-Patient,4
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Agent,B-Source,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Agent,B-Target,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Agent,B-Time,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Agent,I-Agent,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Agent,I-AgentPatient,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Agent,I-Benefactive,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Agent,I-Cargo,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Agent,I-Instrument,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Agent,I-Location,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Agent,I-Path,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Agent,I-Patient,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Agent,I-Source,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Agent,I-Target,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Agent,I-Time,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Agent,O,13
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-AgentPatient,B-Agent,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-AgentPatient,B-AgentPatient,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-AgentPatient,B-Benefactive,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-AgentPatient,B-Cargo,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-AgentPatient,B-Instrument,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-AgentPatient,B-Location,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-AgentPatient,B-Path,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-AgentPatient,B-Patient,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-AgentPatient,B-Source,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-AgentPatient,B-Target,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-AgentPatient,B-Time,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-AgentPatient,I-Agent,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-AgentPatient,I-AgentPatient,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-AgentPatient,I-Benefactive,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-AgentPatient,I-Cargo,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-AgentPatient,I-Instrument,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-AgentPatient,I-Location,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-AgentPatient,I-Path,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-AgentPatient,I-Patient,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-AgentPatient,I-Source,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-AgentPatient,I-Target,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-AgentPatient,I-Time,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-AgentPatient,O,2
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Benefactive,B-Agent,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Benefactive,B-AgentPatient,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Benefactive,B-Benefactive,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Benefactive,B-Cargo,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Benefactive,B-Instrument,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Benefactive,B-Location,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Benefactive,B-Path,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Benefactive,B-Patient,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Benefactive,B-Source,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Benefactive,B-Target,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Benefactive,B-Time,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Benefactive,I-Agent,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Benefactive,I-AgentPatient,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Benefactive,I-Benefactive,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Benefactive,I-Cargo,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Benefactive,I-Instrument,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Benefactive,I-Location,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Benefactive,I-Path,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Benefactive,I-Patient,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Benefactive,I-Source,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Benefactive,I-Target,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Benefactive,I-Time,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Benefactive,O,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Cargo,B-Agent,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Cargo,B-AgentPatient,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Cargo,B-Benefactive,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Cargo,B-Cargo,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Cargo,B-Instrument,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Cargo,B-Location,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Cargo,B-Path,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Cargo,B-Patient,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Cargo,B-Source,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Cargo,B-Target,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Cargo,B-Time,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Cargo,I-Agent,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Cargo,I-AgentPatient,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Cargo,I-Benefactive,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Cargo,I-Cargo,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Cargo,I-Instrument,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Cargo,I-Location,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Cargo,I-Path,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Cargo,I-Patient,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Cargo,I-Source,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Cargo,I-Target,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Cargo,I-Time,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Cargo,O,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Instrument,B-Agent,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Instrument,B-AgentPatient,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Instrument,B-Benefactive,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Instrument,B-Cargo,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Instrument,B-Instrument,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Instrument,B-Location,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Instrument,B-Path,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Instrument,B-Patient,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Instrument,B-Source,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Instrument,B-Target,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Instrument,B-Time,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Instrument,I-Agent,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Instrument,I-AgentPatient,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Instrument,I-Benefactive,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Instrument,I-Cargo,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Instrument,I-Instrument,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Instrument,I-Location,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Instrument,I-Path,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Instrument,I-Patient,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Instrument,I-Source,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Instrument,I-Target,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Instrument,I-Time,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Instrument,O,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Location,B-Agent,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Location,B-AgentPatient,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Location,B-Benefactive,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Location,B-Cargo,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Location,B-Instrument,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Location,B-Location,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Location,B-Path,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Location,B-Patient,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Location,B-Source,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Location,B-Target,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Location,B-Time,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Location,I-Agent,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Location,I-AgentPatient,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Location,I-Benefactive,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Location,I-Cargo,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Location,I-Instrument,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Location,I-Location,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Location,I-Path,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Location,I-Patient,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Location,I-Source,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Location,I-Target,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Location,I-Time,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Location,O,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Path,B-Agent,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Path,B-AgentPatient,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Path,B-Benefactive,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Path,B-Cargo,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Path,B-Instrument,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Path,B-Location,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Path,B-Path,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Path,B-Patient,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Path,B-Source,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Path,B-Target,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Path,B-Time,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Path,I-Agent,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Path,I-AgentPatient,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Path,I-Benefactive,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Path,I-Cargo,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Path,I-Instrument,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Path,I-Location,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Path,I-Path,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Path,I-Patient,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Path,I-Source,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Path,I-Target,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Path,I-Time,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Path,O,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Patient,B-Agent,1
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Patient,B-AgentPatient,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Patient,B-Benefactive,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Patient,B-Cargo,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Patient,B-Instrument,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Patient,B-Location,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Patient,B-Path,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Patient,B-Patient,2
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Patient,B-Source,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Patient,B-Target,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Patient,B-Time,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Patient,I-Agent,1
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Patient,I-AgentPatient,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Patient,I-Benefactive,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Patient,I-Cargo,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Patient,I-Instrument,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Patient,I-Location,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Patient,I-Path,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Patient,I-Patient,2
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Patient,I-Source,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Patient,I-Target,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Patient,I-Time,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Patient,O,1
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Source,B-Agent,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Source,B-AgentPatient,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Source,B-Benefactive,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Source,B-Cargo,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Source,B-Instrument,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Source,B-Location,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Source,B-Path,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Source,B-Patient,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Source,B-Source,1
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Source,B-Target,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Source,B-Time,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Source,I-Agent,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Source,I-AgentPatient,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Source,I-Benefactive,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Source,I-Cargo,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Source,I-Instrument,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Source,I-Location,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Source,I-Path,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Source,I-Patient,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Source,I-Source,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Source,I-Target,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Source,I-Time,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Source,O,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Target,B-Agent,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Target,B-AgentPatient,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Target,B-Benefactive,1
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Target,B-Cargo,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Target,B-Instrument,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Target,B-Location,0
5,events_p_80-ner-NL-HaNA_1.04.02_2665_0459-0460 - 1746 - no title,B-Target,B-Path,0
