--------------------------------------------------
Confusion matrix for Fold 1, Test File: p_80-ner-event-preanno_NL-HaNA_1.04.02_11012_0229-0251 - 1736 -
--------------------------------------------------

,B-Agent,B-AgentPatient,B-Benefactive,B-Cargo,B-Instrument,B-Location,B-Path,B-Patient,B-Source,B-Target,B-Time,I-Agent,I-AgentPatient,I-Benefactive,I-Cargo,I-Instrument,I-Location,I-Path,I-Patient,I-Source,I-Target,I-Time,O
I-Instrument,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,4,0,0,7,1,1,0,21
I-Location,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,11,0,2,0,1,0,11
I-Path,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
I-Patient,2,0,1,0,0,1,0,4,0,0,0,11,0,0,0,0,0,0,32,1,0,0,101
I-Source,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,2
I-Target,0,0,0,0,0,1,0,0,0,2,0,4,0,0,0,0,4,0,0,0,13,0,6
I-Time,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,34,32
O,22,0,1,1,2,7,0,26,8,14,10,21,0,0,0,5,16,0,59,4,5,14,26499



--------------------------------------------------
Confusion matrix for Fold 11, Test File: preannotated-NL-HaNA_1.04.02_4071_1019-1021 - 1713 -
--------------------------------------------------

,B-Agent,B-AgentPatient,B-Benefactive,B-Cargo,B-Instrument,B-Location,B-Path,B-Patient,B-Source,B-Target,B-Time,I-Agent,I-AgentPatient,I-Benefactive,I-Cargo,I-Instrument,I-Location,I-Path,I-Patient,I-Source,I-Target,I-Time,O
B-Agent,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
B-AgentPatient,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B-Benefactive,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
B-Cargo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B-Instrument,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
B-Location,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
B-Path,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B-Patient,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7
B-Source,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B-Target,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2
B-Time,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1
I-Agent,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14
I-AgentPatient,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I-Benefactive,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,2
I-Cargo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I-Instrument,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,2
I-Location,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
I-Path,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I-Patient,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,4,0,0,0,32
I-Source,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I-Target,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0
I-Time,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3
O,0,0,0,0,2,1,0,4,0,0,0,3,0,0,0,0,0,0,9,0,0,2,2546



--------------------------------------------------
Confusion matrix for Fold 12, Test File: preannotated-NL-HaNA_1.04.02_1430_1125-1132 - 1686 -
--------------------------------------------------

,B-Agent,B-AgentPatient,B-Benefactive,B-Cargo,B-Instrument,B-Location,B-Path,B-Patient,B-Source,B-Target,B-Time,I-Agent,I-AgentPatient,I-Benefactive,I-Cargo,I-Instrument,I-Location,I-Path,I-Patient,I-Source,I-Target,I-Time,O
B-Agent,28,1,0,0,1,3,0,7,0,0,0,12,0,0,0,2,0,0,2,0,0,0,22
B-AgentPatient,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2
B-Benefactive,2,1,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7
B-Cargo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
B-Instrument,2,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8
B-Location,0,0,0,0,0,5,0,0,0,1,0,2,0,0,0,0,6,0,0,0,0,0,8
B-Path,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B-Patient,7,1,0,0,1,0,0,43,0,2,0,7,0,0,0,0,0,0,3,0,0,0,63
B-Source,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B-Target,1,1,0,0,0,1,0,1,0,6,0,0,0,0,0,0,0,0,0,0,2,0,1
B-Time,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,1,0,0,0,0,0,13
I-Agent,0,0,1,0,0,0,0,1,1,0,0,45,0,0,0,1,0,0,17,0,0,0,50
I-AgentPatient,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,2,0,1,0,7
I-Benefactive,0,0,0,0,0,0,0,0,1,0,0,9,0,3,0,0,0,0,4,0,0,0,10
I-Cargo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
I-Instrument,0,0,0,0,0,0,0,0,1,0,0,5,0,1,0,4,0,0,5,1,0,0,18
I-Location,0,0,0,0,1,1,0,3,1,0,0,1,0,0,0,0,17,0,0,0,0,0,21
I-Path,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I-Patient,0,0,1,0,1,1,0,6,1,0,0,26,1,2,0,0,3,1,65,3,1,0,564
I-Source,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I-Target,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,2,0,1,0,4,0,0
I-Time,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,2,0,0,16,22
O,36,2,2,0,6,11,0,27,2,3,5,47,0,4,0,10,6,0,37,1,2,2,28959



--------------------------------------------------
Confusion matrix for Fold 13, Test File: NL-HaNA_1.04.02_1090_0313-0322 - 1626 - Copie generale missive aan de heeren bewinthebberen in dato 15 Februarij 1626
--------------------------------------------------

,B-Agent,B-AgentPatient,B-Benefactive,B-Cargo,B-Instrument,B-Location,B-Path,B-Patient,B-Source,B-Target,B-Time,I-Agent,I-AgentPatient,I-Benefactive,I-Cargo,I-Instrument,I-Location,I-Path,I-Patient,I-Source,I-Target,I-Time,O
B-Agent,10,0,1,0,2,0,0,19,0,0,0,2,0,0,0,1,0,0,1,0,0,0,50
B-AgentPatient,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17
B-Benefactive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B-Cargo,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
B-Instrument,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,1,0,1,0,0,0,10
B-Location,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,2,0,1,0,1,1,14
B-Path,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
B-Patient,6,1,0,2,1,1,0,31,1,3,0,2,0,0,0,0,1,0,10,0,0,0,45
B-Source,1,0,0,0,1,0,1,2,8,3,0,2,0,0,0,0,0,0,0,0,0,0,14
B-Target,0,0,0,0,0,0,0,0,8,16,0,1,0,0,0,1,0,0,0,0,4,0,5
B-Time,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,26
I-Agent,0,0,0,0,3,0,0,2,1,1,0,5,0,1,0,4,0,0,26,0,0,0,65
I-AgentPatient,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,4,0,0,0,16
I-Benefactive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I-Cargo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6
I-Instrument,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,10,0,0,5,1,1,0,9
I-Location,1,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,8,0,0,0,5,0,14
I-Path,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
I-Patient,0,0,0,0,2,0,0,4,0,0,0,10,0,0,0,3,2,0,59,0,1,0,63
I-Source,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,1,0,5
I-Target,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,9,0,7
I-Time,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,27,58
O,28,0,0,0,8,7,0,36,4,23,10,38,0,0,0,6,16,0,69,1,6,18,16694



--------------------------------------------------
Confusion matrix for Fold 14, Test File: NL-HaNA_1.04.02_9001_0344-0356 - 1720 - Verscheijde extracten uijt het Cochims dagregister concernerende de aankomst aldaar van 3 Portuge..
--------------------------------------------------

,B-Agent,B-AgentPatient,B-Benefactive,B-Cargo,B-Instrument,B-Location,B-Path,B-Patient,B-Source,B-Target,B-Time,I-Agent,I-AgentPatient,I-Benefactive,I-Cargo,I-Instrument,I-Location,I-Path,I-Patient,I-Source,I-Target,I-Time,O
B-Agent,18,2,1,0,0,0,0,10,0,1,0,3,0,0,0,0,0,0,1,0,0,0,35
B-AgentPatient,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
B-Benefactive,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
B-Cargo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5
B-Instrument,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
B-Location,0,0,0,0,0,2,0,3,0,2,0,0,0,0,0,0,1,0,0,0,0,0,10
B-Path,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
B-Patient,10,3,0,0,0,2,0,35,0,1,0,2,1,0,0,0,1,0,3,0,0,0,40
B-Source,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8
B-Target,0,0,0,0,0,1,0,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,12
B-Time,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,2,18
I-Agent,2,0,0,0,0,0,0,1,0,0,0,30,7,0,0,1,0,0,38,0,0,0,151
I-AgentPatient,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
I-Benefactive,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0
I-Cargo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
I-Instrument,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
I-Location,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,8,0,5,0,2,0,16
I-Path,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
I-Patient,1,1,0,0,0,0,0,3,0,0,0,28,5,0,0,3,6,0,64,0,6,0,180
I-Source,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2,1,0,17
I-Target,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,11,0,3,0,16,0,23
I-Time,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,31,37
O,15,3,1,0,0,2,0,37,3,6,8,32,1,0,0,3,6,0,50,1,14,18,20734



--------------------------------------------------
Confusion matrix for Fold 15, Test File: NL-HaNA_1.04.02_1160_0013-0026 - 1647 - Originele generale missive in dato 15 Januarij 1647
--------------------------------------------------

,B-Agent,B-AgentPatient,B-Benefactive,B-Cargo,B-Instrument,B-Location,B-Path,B-Patient,B-Source,B-Target,B-Time,I-Agent,I-AgentPatient,I-Benefactive,I-Cargo,I-Instrument,I-Location,I-Path,I-Patient,I-Source,I-Target,I-Time,O
B-Agent,13,2,0,0,0,0,0,4,0,1,0,1,0,0,0,0,0,0,1,0,0,0,21
B-AgentPatient,3,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
B-Benefactive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
B-Cargo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
B-Instrument,8,0,0,0,4,0,0,10,1,0,0,8,0,0,0,0,0,0,1,0,0,0,7
B-Location,0,0,0,0,0,5,0,1,3,3,0,0,1,0,0,0,0,0,1,1,0,0,8
B-Path,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B-Patient,10,1,0,0,0,1,0,31,1,3,0,0,0,0,0,0,0,0,6,0,0,0,46
B-Source,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1
B-Target,0,0,0,0,0,0,0,0,1,8,0,0,1,0,0,0,0,0,0,0,0,0,0
B-Time,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,7
I-Agent,2,0,0,0,0,0,0,1,2,0,0,19,0,0,0,0,0,0,7,1,2,0,23
I-AgentPatient,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,7,0,0,0,11
I-Benefactive,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5
I-Cargo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
I-Instrument,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,6,0,0,0,0,0,0,9
I-Location,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,1,0,1,0,10
I-Path,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
I-Patient,0,0,0,0,0,0,0,8,0,0,0,15,2,0,0,0,1,0,52,0,1,0,62
I-Source,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
I-Target,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0
I-Time,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,21,6
O,19,2,0,1,2,4,0,39,4,2,7,56,3,0,1,4,6,0,64,3,7,25,15421



--------------------------------------------------
Confusion matrix for Fold 16, Test File: NL-HaNA_1.04.02_3476_0517-0534 - 1777 - Dagelijksche aantekening gehouden op de heen en terugreijde zoo meede verblijf aan het Bantamsche..
--------------------------------------------------

,B-Agent,B-AgentPatient,B-Benefactive,B-Cargo,B-Instrument,B-Location,B-Path,B-Patient,B-Source,B-Target,B-Time,I-Agent,I-AgentPatient,I-Benefactive,I-Cargo,I-Instrument,I-Location,I-Path,I-Patient,I-Source,I-Target,I-Time,O
B-Agent,11,1,0,0,2,0,0,4,0,0,0,1,1,0,0,0,1,0,0,0,1,0,16
B-AgentPatient,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B-Benefactive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
B-Cargo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
B-Instrument,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
B-Location,0,0,0,0,0,9,0,1,1,9,0,0,0,0,0,0,5,0,0,1,0,0,7
B-Path,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
B-Patient,22,5,2,2,1,0,0,18,0,0,0,9,1,1,0,0,0,0,4,0,0,0,41
B-Source,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4
B-Target,0,0,0,0,0,2,0,1,0,12,0,0,0,0,0,0,0,0,0,0,1,0,5
B-Time,2,2,0,0,0,0,0,6,0,0,12,1,0,0,0,0,0,0,0,0,0,1,40
I-Agent,1,0,0,0,0,0,0,0,0,0,0,31,1,0,0,5,1,0,11,0,0,0,19
I-AgentPatient,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I-Benefactive,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,7
I-Cargo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I-Instrument,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,11
I-Location,0,0,0,0,0,2,0,1,0,1,0,1,0,0,0,0,21,0,1,0,10,0,26
I-Path,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,2,1,0,0,0,2
I-Patient,3,0,0,0,0,0,0,1,0,0,0,74,2,13,0,1,1,0,52,0,0,0,87
I-Source,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,7
I-Target,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,4,0,2,0,22,0,2
I-Time,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,49,47
O,28,3,1,1,5,8,0,21,4,8,3,49,3,4,2,5,14,0,61,0,7,5,6557


