--------------------------------------------------
Confusion matrix for Fold 1, Test File: p_80-ner-event-preanno_NL-HaNA_1.04.02_11012_0229-0251 - 1736 -
--------------------------------------------------

,B-Agent,B-AgentPatient,B-Benefactive,B-Cargo,B-Instrument,B-Location,B-Path,B-Patient,B-Source,B-Target,B-Time,I-Agent,I-AgentPatient,I-Benefactive,I-Cargo,I-Instrument,I-Location,I-Path,I-Patient,I-Source,I-Target,I-Time,O
I-Instrument,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,12,0,0,0,0,1,0,15
I-Location,1,0,0,0,0,2,0,1,0,1,1,0,0,0,0,0,14,0,2,0,3,0,4
I-Path,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0
I-Patient,2,0,0,0,0,1,0,10,0,0,0,17,0,0,1,0,2,0,49,0,0,0,71
I-Source,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3
I-Target,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,1,5,0,17,0,1
I-Time,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,32
O,19,0,1,1,3,8,0,26,6,10,14,65,0,0,0,0,13,2,68,2,5,24,26447



--------------------------------------------------
Confusion matrix for Fold 11, Test File: preannotated-NL-HaNA_1.04.02_4071_1019-1021 - 1713 -
--------------------------------------------------

,B-Agent,B-AgentPatient,B-Benefactive,B-Cargo,B-Instrument,B-Location,B-Path,B-Patient,B-Source,B-Target,B-Time,I-Agent,I-AgentPatient,I-Benefactive,I-Cargo,I-Instrument,I-Location,I-Path,I-Patient,I-Source,I-Target,I-Time,O
B-Agent,5,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6
B-AgentPatient,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B-Benefactive,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B-Cargo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B-Instrument,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
B-Location,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
B-Path,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B-Patient,2,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
B-Source,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B-Target,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1
B-Time,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
I-Agent,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,1,0,0,0,3
I-AgentPatient,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I-Benefactive,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,1,0,0,0,0
I-Cargo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I-Instrument,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,3,0,0,0,3
I-Location,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
I-Path,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I-Patient,0,0,0,0,0,0,0,1,0,0,0,6,1,3,0,0,0,0,7,0,0,0,28
I-Source,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I-Target,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,1
I-Time,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,0
O,6,0,1,0,0,1,0,5,0,0,0,8,2,0,0,3,2,0,3,0,0,0,2536



--------------------------------------------------
Confusion matrix for Fold 12, Test File: preannotated-NL-HaNA_1.04.02_1430_1125-1132 - 1686 -
--------------------------------------------------

,B-Agent,B-AgentPatient,B-Benefactive,B-Cargo,B-Instrument,B-Location,B-Path,B-Patient,B-Source,B-Target,B-Time,I-Agent,I-AgentPatient,I-Benefactive,I-Cargo,I-Instrument,I-Location,I-Path,I-Patient,I-Source,I-Target,I-Time,O
B-Agent,24,1,1,0,0,1,0,15,0,0,0,11,0,0,0,0,0,0,6,0,0,0,19
B-AgentPatient,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
B-Benefactive,5,1,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
B-Cargo,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
B-Instrument,2,0,2,0,2,0,0,3,1,0,0,1,0,0,0,1,0,0,1,0,0,0,3
B-Location,0,0,0,0,0,7,0,0,0,1,0,1,0,0,0,0,4,1,0,0,0,0,8
B-Path,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B-Patient,3,0,0,0,1,1,0,45,0,0,1,6,0,0,0,1,0,0,5,0,0,0,64
B-Source,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B-Target,1,0,0,0,0,2,0,1,0,6,0,0,0,0,0,0,1,0,0,0,0,0,2
B-Time,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,16
I-Agent,1,0,0,0,0,0,0,0,0,0,0,37,0,1,0,0,0,0,24,0,0,0,53
I-AgentPatient,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,7,0,0,0,4
I-Benefactive,0,0,0,0,0,0,0,0,1,0,0,13,0,2,0,2,0,0,1,0,0,0,8
I-Cargo,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
I-Instrument,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,9,0,0,4,2,0,0,10
I-Location,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,14,2,3,0,0,0,18
I-Path,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I-Patient,3,0,0,0,0,2,0,10,1,0,0,17,0,1,0,4,2,0,84,0,1,0,551
I-Source,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I-Target,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,5,0,1
I-Time,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,17,22
O,31,0,0,0,5,12,0,42,3,1,6,38,0,5,0,3,7,0,42,2,0,2,29670



--------------------------------------------------
Confusion matrix for Fold 13, Test File: NL-HaNA_1.04.02_1090_0313-0322 - 1626 - Copie generale missive aan de heeren bewinthebberen in dato 15 Februarij 1626
--------------------------------------------------

,B-Agent,B-AgentPatient,B-Benefactive,B-Cargo,B-Instrument,B-Location,B-Path,B-Patient,B-Source,B-Target,B-Time,I-Agent,I-AgentPatient,I-Benefactive,I-Cargo,I-Instrument,I-Location,I-Path,I-Patient,I-Source,I-Target,I-Time,O
B-Agent,15,1,0,0,5,1,0,11,0,0,1,7,0,0,0,1,0,0,0,0,0,0,44
B-AgentPatient,1,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
B-Benefactive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B-Cargo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
B-Instrument,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
B-Location,0,0,0,0,0,5,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,14
B-Path,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
B-Patient,11,1,0,1,2,3,0,27,0,0,0,3,0,0,0,1,2,0,12,0,0,0,41
B-Source,7,0,0,0,0,4,1,1,7,1,0,1,0,0,0,0,1,0,1,0,0,0,8
B-Target,1,0,0,0,0,9,0,1,0,13,0,0,1,0,0,0,1,0,0,0,4,0,6
B-Time,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,2,28
I-Agent,2,0,0,0,4,1,0,2,0,1,0,25,1,0,0,10,0,0,10,0,0,0,52
I-AgentPatient,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,17
I-Benefactive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I-Cargo,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1
I-Instrument,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,12,1,0,1,0,0,0,11
I-Location,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,14,0,1,0,0,0,15
I-Path,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
I-Patient,2,0,0,0,0,2,0,11,0,0,0,9,3,0,0,5,2,0,49,0,0,0,61
I-Source,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,6
I-Target,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,6,0,11
I-Time,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,30,54
O,34,1,2,0,21,9,0,36,1,15,11,61,1,0,0,19,9,0,43,0,3,11,17264



--------------------------------------------------
Confusion matrix for Fold 14, Test File: NL-HaNA_1.04.02_9001_0344-0356 - 1720 - Verscheijde extracten uijt het Cochims dagregister concernerende de aankomst aldaar van 3 Portuge..
--------------------------------------------------

,B-Agent,B-AgentPatient,B-Benefactive,B-Cargo,B-Instrument,B-Location,B-Path,B-Patient,B-Source,B-Target,B-Time,I-Agent,I-AgentPatient,I-Benefactive,I-Cargo,I-Instrument,I-Location,I-Path,I-Patient,I-Source,I-Target,I-Time,O
B-Agent,15,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
B-AgentPatient,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
B-Benefactive,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
B-Cargo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5
B-Instrument,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B-Location,1,0,0,0,1,5,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,6
B-Path,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
B-Patient,7,3,1,1,1,1,0,45,0,0,0,0,1,0,0,0,0,0,4,0,0,0,34
B-Source,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8
B-Target,0,0,1,0,0,3,0,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,8
B-Time,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,18
I-Agent,7,0,0,0,0,0,0,0,1,0,0,45,1,5,0,2,1,0,27,0,0,0,141
I-AgentPatient,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2
I-Benefactive,1,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,1
I-Cargo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
I-Instrument,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
I-Location,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,7,11,0,1,1,1,0,12
I-Path,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
I-Patient,0,0,0,0,0,1,0,9,0,0,0,37,5,7,0,6,3,0,65,0,2,0,162
I-Source,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,2,2,0,14
I-Target,0,0,1,0,0,1,0,0,0,3,0,0,0,5,0,0,7,0,1,0,10,0,29
I-Time,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,26,40
O,29,1,2,0,1,4,1,49,0,2,9,36,0,6,0,1,9,0,47,3,3,15,20716



--------------------------------------------------
Confusion matrix for Fold 15, Test File: NL-HaNA_1.04.02_1160_0013-0026 - 1647 - Originele generale missive in dato 15 Januarij 1647
--------------------------------------------------

,B-Agent,B-AgentPatient,B-Benefactive,B-Cargo,B-Instrument,B-Location,B-Path,B-Patient,B-Source,B-Target,B-Time,I-Agent,I-AgentPatient,I-Benefactive,I-Cargo,I-Instrument,I-Location,I-Path,I-Patient,I-Source,I-Target,I-Time,O
B-Agent,15,1,0,0,1,1,0,4,0,0,0,2,0,0,0,0,0,0,1,0,0,0,18
B-AgentPatient,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4
B-Benefactive,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
B-Cargo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
B-Instrument,20,0,0,0,9,0,0,4,0,0,0,1,0,0,0,1,0,0,1,0,0,0,3
B-Location,0,0,0,0,0,5,0,1,5,2,0,0,1,0,0,0,0,0,0,0,0,0,9
B-Path,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
B-Patient,16,1,0,0,0,4,0,34,0,1,1,0,1,0,0,0,0,0,4,0,0,0,37
B-Source,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
B-Target,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,1
B-Time,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,6
I-Agent,1,0,0,0,0,0,0,1,3,0,0,18,1,0,0,2,0,0,3,1,0,0,27
I-AgentPatient,1,0,0,0,0,0,0,2,0,0,0,2,5,0,0,0,0,0,3,0,0,0,12
I-Benefactive,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5
I-Cargo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
I-Instrument,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,1,0,0,0,6
I-Location,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,4,0,0,0,2,0,9
I-Path,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
I-Patient,2,0,0,0,0,1,0,10,0,0,0,18,5,0,0,0,1,0,52,0,0,0,52
I-Source,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
I-Target,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0
I-Time,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,19,7
O,24,4,0,0,9,3,0,22,4,5,8,36,5,0,1,10,2,0,32,2,1,15,15502



--------------------------------------------------
Confusion matrix for Fold 16, Test File: NL-HaNA_1.04.02_3476_0517-0534 - 1777 - Dagelijksche aantekening gehouden op de heen en terugreijde zoo meede verblijf aan het Bantamsche..
--------------------------------------------------

,B-Agent,B-AgentPatient,B-Benefactive,B-Cargo,B-Instrument,B-Location,B-Path,B-Patient,B-Source,B-Target,B-Time,I-Agent,I-AgentPatient,I-Benefactive,I-Cargo,I-Instrument,I-Location,I-Path,I-Patient,I-Source,I-Target,I-Time,O
B-Agent,11,1,2,0,0,0,0,3,0,0,0,2,0,0,0,0,1,0,1,0,1,0,16
B-AgentPatient,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B-Benefactive,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
B-Cargo,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B-Instrument,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
B-Location,0,0,0,0,0,5,0,0,1,5,0,0,0,2,0,0,1,0,0,1,0,0,18
B-Path,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
B-Patient,26,0,1,0,0,0,0,29,0,0,0,6,0,1,0,0,0,0,2,0,0,0,41
B-Source,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4
B-Target,0,0,0,0,0,0,0,2,0,13,0,0,0,0,0,0,0,0,0,0,1,0,5
B-Time,2,0,0,0,0,0,0,2,0,0,16,0,0,0,0,0,0,0,0,0,0,3,41
I-Agent,0,0,0,0,0,0,0,2,0,0,0,22,1,12,0,0,1,0,9,0,1,0,21
I-AgentPatient,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I-Benefactive,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,4
I-Cargo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I-Instrument,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,2,0,0,0,6
I-Location,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,12,0,1,0,5,1,39
I-Path,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,4,0,0,2,0,5
I-Patient,3,0,0,0,0,1,0,2,0,0,0,64,0,16,0,0,1,0,51,0,0,1,95
I-Source,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,5
I-Target,0,0,0,0,0,1,0,0,0,3,0,0,0,4,0,0,2,1,2,0,20,0,4
I-Time,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,57,41
O,30,0,0,2,2,6,0,43,4,6,9,62,1,12,3,1,8,0,85,0,5,12,6498
