--------------------------------------------------
Confusion matrix for Fold 1, Test File: p_80-ner-event-preanno_NL-HaNA_1.04.02_11012_0229-0251 - 1736 -
--------------------------------------------------

,B-Agent,B-AgentPatient,B-Benefactive,B-Cargo,B-Instrument,B-Location,B-Path,B-Patient,B-Source,B-Target,B-Time,I-Agent,I-AgentPatient,I-Benefactive,I-Cargo,I-Instrument,I-Location,I-Path,I-Patient,I-Source,I-Target,I-Time,O
I-Instrument,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,8,0,0,4,0,1,0,13
I-Location,0,0,0,0,0,3,0,2,0,1,0,0,0,0,0,0,15,0,1,0,3,0,4
I-Path,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0
I-Patient,1,0,0,0,0,1,0,10,0,0,0,13,0,0,1,0,2,0,58,0,0,0,67
I-Source,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5
I-Target,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,5,0,4,2,14,0,0
I-Time,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,31,36
O,29,0,0,0,4,11,0,31,3,8,14,61,0,0,1,2,6,5,91,1,7,20,26420



--------------------------------------------------
Confusion matrix for Fold 11, Test File: preannotated-NL-HaNA_1.04.02_4071_1019-1021 - 1713 -
--------------------------------------------------

,B-Agent,B-AgentPatient,B-Benefactive,B-Cargo,B-Instrument,B-Location,B-Path,B-Patient,B-Source,B-Target,B-Time,I-Agent,I-AgentPatient,I-Benefactive,I-Cargo,I-Instrument,I-Location,I-Path,I-Patient,I-Source,I-Target,I-Time,O
B-Agent,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
B-AgentPatient,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B-Benefactive,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B-Cargo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B-Instrument,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
B-Location,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
B-Path,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B-Patient,2,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
B-Source,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B-Target,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1
B-Time,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1
I-Agent,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,6,0,0,0,5
I-AgentPatient,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I-Benefactive,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0
I-Cargo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I-Instrument,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,1
I-Location,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
I-Path,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I-Patient,0,0,0,0,0,0,0,1,0,0,0,6,2,0,0,0,0,0,13,0,0,0,24
I-Source,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I-Target,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1
I-Time,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2
O,6,0,1,0,0,4,0,4,0,0,0,3,0,1,0,0,4,0,9,0,1,0,2534



--------------------------------------------------
Confusion matrix for Fold 12, Test File: preannotated-NL-HaNA_1.04.02_1430_1125-1132 - 1686 -
--------------------------------------------------

,B-Agent,B-AgentPatient,B-Benefactive,B-Cargo,B-Instrument,B-Location,B-Path,B-Patient,B-Source,B-Target,B-Time,I-Agent,I-AgentPatient,I-Benefactive,I-Cargo,I-Instrument,I-Location,I-Path,I-Patient,I-Source,I-Target,I-Time,O
B-Agent,24,2,1,0,0,1,0,14,0,0,0,8,0,0,0,1,0,0,6,0,0,0,21
B-AgentPatient,1,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
B-Benefactive,5,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
B-Cargo,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
B-Instrument,3,0,1,0,2,0,0,2,1,0,0,1,0,0,0,2,0,0,0,0,0,0,4
B-Location,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,8
B-Path,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B-Patient,4,2,1,0,1,1,0,49,0,0,0,4,0,0,0,1,0,0,9,0,0,0,55
B-Source,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B-Target,1,0,0,0,0,2,0,1,0,6,0,0,0,0,0,0,1,0,0,0,0,0,2
B-Time,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,13
I-Agent,0,0,0,0,0,0,0,0,0,0,0,44,0,1,0,0,0,0,22,0,0,0,49
I-AgentPatient,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,1,0,4
I-Benefactive,0,0,0,0,0,0,0,0,1,0,0,12,1,1,0,2,0,0,2,0,0,0,8
I-Cargo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6
I-Instrument,0,0,1,0,0,0,0,0,0,0,0,9,0,1,0,7,0,0,2,2,0,0,13
I-Location,0,0,0,0,1,4,0,2,0,0,0,7,0,0,0,0,18,0,1,0,0,0,12
I-Path,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I-Patient,1,0,1,0,0,1,0,8,0,2,0,16,1,1,0,4,2,0,102,0,3,0,534
I-Source,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I-Target,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,6,0,1
I-Time,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,14,25
O,27,2,0,0,3,8,0,51,3,0,7,38,0,1,0,7,8,0,63,2,0,3,29646



--------------------------------------------------
Confusion matrix for Fold 13, Test File: NL-HaNA_1.04.02_1090_0313-0322 - 1626 - Copie generale missive aan de heeren bewinthebberen in dato 15 Februarij 1626
--------------------------------------------------

,B-Agent,B-AgentPatient,B-Benefactive,B-Cargo,B-Instrument,B-Location,B-Path,B-Patient,B-Source,B-Target,B-Time,I-Agent,I-AgentPatient,I-Benefactive,I-Cargo,I-Instrument,I-Location,I-Path,I-Patient,I-Source,I-Target,I-Time,O
B-Agent,16,2,0,0,2,1,0,11,0,0,0,4,0,0,0,3,0,0,2,0,0,1,44
B-AgentPatient,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18
B-Benefactive,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B-Cargo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
B-Instrument,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12
B-Location,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,14
B-Path,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
B-Patient,8,1,0,1,1,3,0,36,0,0,1,0,3,0,0,2,2,0,10,0,0,0,36
B-Source,1,0,0,0,0,4,0,2,15,1,0,1,0,0,0,0,0,0,0,0,0,0,8
B-Target,0,0,0,0,0,2,0,0,0,14,0,0,1,0,0,0,0,0,2,0,2,0,15
B-Time,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,4,20
I-Agent,2,0,0,0,0,2,0,1,0,1,0,17,1,0,0,9,0,0,17,0,0,0,58
I-AgentPatient,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,18
I-Benefactive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I-Cargo,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1
I-Instrument,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,13,0,0,1,0,0,0,10
I-Location,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,12,0,1,0,0,0,15
I-Path,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
I-Patient,1,0,0,0,0,1,0,9,0,0,0,6,6,0,0,5,3,0,56,0,0,0,57
I-Source,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,1,0,0,0,5
I-Target,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,0,0,1,4,0,9
I-Time,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,38,51
O,28,3,3,0,33,13,0,33,1,14,7,34,4,0,0,21,6,0,38,0,1,19,17283



--------------------------------------------------
Confusion matrix for Fold 14, Test File: NL-HaNA_1.04.02_9001_0344-0356 - 1720 - Verscheijde extracten uijt het Cochims dagregister concernerende de aankomst aldaar van 3 Portuge..
--------------------------------------------------

,B-Agent,B-AgentPatient,B-Benefactive,B-Cargo,B-Instrument,B-Location,B-Path,B-Patient,B-Source,B-Target,B-Time,I-Agent,I-AgentPatient,I-Benefactive,I-Cargo,I-Instrument,I-Location,I-Path,I-Patient,I-Source,I-Target,I-Time,O
B-Agent,18,2,3,0,1,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,36
B-AgentPatient,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
B-Benefactive,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
B-Cargo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5
B-Instrument,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B-Location,1,0,0,0,0,5,0,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,6
B-Path,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
B-Patient,4,1,0,0,1,0,0,43,0,1,0,2,1,0,0,0,0,0,5,0,0,0,40
B-Source,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10
B-Target,0,0,0,0,0,2,0,1,2,11,0,0,0,0,0,0,0,0,0,0,0,0,10
B-Time,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,2,15
I-Agent,1,0,0,0,0,0,0,1,0,0,1,37,0,1,0,0,2,0,29,0,1,2,155
I-AgentPatient,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,2
I-Benefactive,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6
I-Cargo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
I-Instrument,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0
I-Location,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,12,0,8,1,1,0,9
I-Path,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
I-Patient,1,0,0,0,0,0,0,11,0,0,0,19,2,3,1,2,5,0,78,0,3,0,172
I-Source,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,1,1,2,0,14
I-Target,1,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,5,0,1,0,9,0,36
I-Time,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,23,45
O,16,3,1,1,0,5,0,36,0,0,9,22,3,3,0,0,9,0,74,2,7,18,20725



--------------------------------------------------
Confusion matrix for Fold 15, Test File: NL-HaNA_1.04.02_1160_0013-0026 - 1647 - Originele generale missive in dato 15 Januarij 1647
--------------------------------------------------

,B-Agent,B-AgentPatient,B-Benefactive,B-Cargo,B-Instrument,B-Location,B-Path,B-Patient,B-Source,B-Target,B-Time,I-Agent,I-AgentPatient,I-Benefactive,I-Cargo,I-Instrument,I-Location,I-Path,I-Patient,I-Source,I-Target,I-Time,O
B-Agent,13,1,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,2,0,0,0,21
B-AgentPatient,1,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5
B-Benefactive,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
B-Cargo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
B-Instrument,16,0,0,0,7,0,0,2,0,0,0,4,0,0,0,3,0,0,2,0,0,0,5
B-Location,0,0,0,0,0,5,0,0,4,3,0,0,0,0,0,0,1,0,2,0,0,0,8
B-Path,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B-Patient,9,2,0,0,0,2,0,37,2,0,0,0,1,0,1,0,1,0,4,0,0,0,40
B-Source,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
B-Target,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,1
B-Time,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,6
I-Agent,1,0,0,0,0,0,0,2,2,0,0,18,0,0,0,1,0,0,7,1,0,0,25
I-AgentPatient,0,1,0,0,0,0,0,2,0,0,0,1,7,0,0,0,0,0,6,0,0,0,8
I-Benefactive,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5
I-Cargo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
I-Instrument,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,1,0,0,0,8
I-Location,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,1,0,4,0,9
I-Path,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
I-Patient,2,0,0,0,0,0,0,6,0,0,0,14,1,1,0,1,2,0,48,0,0,0,66
I-Source,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
I-Target,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0
I-Time,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,8
O,18,0,0,0,6,0,0,26,5,4,7,38,2,0,0,7,8,0,55,0,0,10,15499



--------------------------------------------------
Confusion matrix for Fold 16, Test File: NL-HaNA_1.04.02_3476_0517-0534 - 1777 - Dagelijksche aantekening gehouden op de heen en terugreijde zoo meede verblijf aan het Bantamsche..
--------------------------------------------------

,B-Agent,B-AgentPatient,B-Benefactive,B-Cargo,B-Instrument,B-Location,B-Path,B-Patient,B-Source,B-Target,B-Time,I-Agent,I-AgentPatient,I-Benefactive,I-Cargo,I-Instrument,I-Location,I-Path,I-Patient,I-Source,I-Target,I-Time,O
B-Agent,14,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,1,0,0,0,15
B-AgentPatient,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B-Benefactive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
B-Cargo,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B-Instrument,2,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
B-Location,0,0,0,0,0,8,0,0,2,6,0,0,0,0,0,0,1,0,0,0,1,0,15
B-Path,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
B-Patient,32,0,0,0,0,0,0,22,0,0,0,8,0,0,0,1,0,0,3,0,0,0,40
B-Source,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,4
B-Target,0,0,1,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,1,0,1,0,8
B-Time,3,0,0,0,0,0,0,5,0,0,13,0,0,0,0,0,0,0,0,0,0,2,41
I-Agent,3,0,0,0,0,0,0,3,0,0,0,29,0,2,0,0,2,0,11,0,3,0,16
I-AgentPatient,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I-Benefactive,0,0,0,0,1,0,0,0,0,0,0,4,0,1,0,2,1,0,0,0,0,0,4
I-Cargo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I-Instrument,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,1,0,0,0,6
I-Location,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,16,0,0,0,12,0,33
I-Path,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,9
I-Patient,2,0,0,0,0,0,0,3,0,0,0,65,0,2,0,2,3,0,62,0,1,0,94
I-Source,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2,1,0,4
I-Target,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,1,0,2,0,22,0,7
I-Time,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,49,49
O,31,0,0,1,1,3,0,41,2,5,11,59,2,6,2,3,8,1,60,0,10,12,6531


